id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
UA2M9QFZghe-9th2KwLoWQ,burger-and-lobster-new-york-4,Burger & Lobster,https://s3-media3.fl.yelpcdn.com/bphoto/1rHd7F4zztAsScwzM0vDmw/o.jpg,False,https://www.yelp.com/biz/burger-and-lobster-new-york-4?adjust_creative=br0caLDEdTejZqAl4hMenA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=br0caLDEdTejZqAl4hMenA,5417,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.0,"{'latitude': 40.74007, 'longitude': -73.99344}","['restaurant_reservation', 'delivery', 'pickup']",$$,"{'address1': '39 W 19th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10011', 'country': 'US', 'state': 'NY', 'display_address': ['39 W 19th St', 'New York, NY 10011']}",+16468337532,(646) 833-7532,3849.54386751767
zj8Lq1T8KIC5zwFief15jg,prince-street-pizza-new-york-2,Prince Street Pizza,https://s3-media3.fl.yelpcdn.com/bphoto/ZAukOyv530w4KjOHC5YY1w/o.jpg,False,https://www.yelp.com/biz/prince-street-pizza-new-york-2?adjust_creative=br0caLDEdTejZqAl4hMenA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=br0caLDEdTejZqAl4hMenA,3424,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",4.5,"{'latitude': 40.7229087705545, 'longitude': -73.9944863319397}","['delivery', 'pickup']",$,"{'address1': '27 Prince St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['27 Prince St', 'New York, NY 10012']}",+12129664100,(212) 966-4100,1941.9638172538225
veq1Bl1DW3UWMekZJUsG1Q,gramercy-tavern-new-york,Gramercy Tavern,https://s3-media3.fl.yelpcdn.com/bphoto/MgfPMoFNmjIWcrMxTZbsvw/o.jpg,False,https://www.yelp.com/biz/gramercy-tavern-new-york?adjust_creative=br0caLDEdTejZqAl4hMenA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=br0caLDEdTejZqAl4hMenA,2873,"[{'alias': 'newamerican', 'title': 'American (New)'}]",4.5,"{'latitude': 40.738527, 'longitude': -73.988417}",[],$$$$,"{'address1': '42 E 20th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['42 E 20th St', 'New York, NY 10003']}",+12124770777,(212) 477-0777,3711.7439058285554
B3_K2kUVbYOU0VaLcj_LTw,thai-villa-new-york-2,Thai Villa,https://s3-media1.fl.yelpcdn.com/bphoto/OgCU9NPFIl8hF_04Zani9w/o.jpg,False,https://www.yelp.com/biz/thai-villa-new-york-2?adjust_creative=br0caLDEdTejZqAl4hMenA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=br0caLDEdTejZqAl4hMenA,3273,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.5,"{'latitude': 40.73902, 'longitude': -73.99065}","['delivery', 'pickup']",$$,"{'address1': '5 E 19th St', 'address2': 'G Floor', 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['5 E 19th St', 'G Floor', 'New York, NY 10003']}",+12128029999,(212) 802-9999,3744.570399827637
JION8hhg7q6zyayHYwhxIw,the-high-line-new-york,The High Line,https://s3-media2.fl.yelpcdn.com/bphoto/sTIQDH9ULKhqy8mpwMPTRw/o.jpg,False,https://www.yelp.com/biz/the-high-line-new-york?adjust_creative=br0caLDEdTejZqAl4hMenA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=br0caLDEdTejZqAl4hMenA,2329,"[{'alias': 'parks', 'title': 'Parks'}]",4.5,"{'latitude': 40.7479831752801, 'longitude': -74.0048906107511}",[],,"{'address1': '820 Washington St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10014', 'country': 'US', 'state': 'NY', 'display_address': ['820 Washington St', 'New York, NY 10014']}",+12122069922,(212) 206-9922,4813.598883567381
4yPqqJDJOQX69gC66YUDkA,peter-luger-brooklyn-2,Peter Luger,https://s3-media4.fl.yelpcdn.com/bphoto/KRpKd1ZdcYSPRDhlb12Vjw/o.jpg,False,https://www.yelp.com/biz/peter-luger-brooklyn-2?adjust_creative=br0caLDEdTejZqAl4hMenA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=br0caLDEdTejZqAl4hMenA,5683,"[{'alias': 'steak', 'title': 'Steakhouses'}]",4.0,"{'latitude': 40.709945, 'longitude': -73.962478}",[],$$$$,"{'address1': '178 Broadway', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['178 Broadway', 'Brooklyn, NY 11211']}",+17183877400,(718) 387-7400,2728.016921522817
lWOkeS-wV4no8qqA9OwwEg,doughnut-plant-new-york-6,Doughnut Plant,https://s3-media1.fl.yelpcdn.com/bphoto/hLWKXsLv6hyltNSilBy8-g/o.jpg,False,https://www.yelp.com/biz/doughnut-plant-new-york-6?adjust_creative=br0caLDEdTejZqAl4hMenA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=br0caLDEdTejZqAl4hMenA,3194,"[{'alias': 'donuts', 'title': 'Donuts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.5,"{'latitude': 40.7163944930004, 'longitude': -73.9886098620298}","['delivery', 'pickup']",$$,"{'address1': '379 Grand St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['379 Grand St', 'New York, NY 10002']}",+12125053700,(212) 505-3700,1308.3879515578776
kViIWJFfAfWPpJOwAXBKGA,national-september-11-memorial-museum-new-york,National September 11 Memorial Museum,https://s3-media2.fl.yelpcdn.com/bphoto/yoe6Wha7gQlTBNIeFO0UhQ/o.jpg,False,https://www.yelp.com/biz/national-september-11-memorial-museum-new-york?adjust_creative=br0caLDEdTejZqAl4hMenA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=br0caLDEdTejZqAl4hMenA,1414,"[{'alias': 'museums', 'title': 'Museums'}]",4.5,"{'latitude': 40.71143, 'longitude': -74.012481}",[],,"{'address1': '180 Greenwich St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10007', 'country': 'US', 'state': 'NY', 'display_address': ['180 Greenwich St', 'New York, NY 10007']}",+12122665211,(212) 266-5211,1671.270457850173
FEVQpbOPOwAPNIgO7D3xxw,shake-shack-new-york-2,Shake Shack,https://s3-media3.fl.yelpcdn.com/bphoto/J0UoRJKdaMl0EPdgxYIlKw/o.jpg,False,https://www.yelp.com/biz/shake-shack-new-york-2?adjust_creative=br0caLDEdTejZqAl4hMenA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=br0caLDEdTejZqAl4hMenA,5566,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'foodstands', 'title': 'Food Stands'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]",4.0,"{'latitude': 40.7414000197233, 'longitude': -73.98815019045}",['delivery'],$$,"{'address1': 'Madison Square Park', 'address2': '', 'address3': 'E 23rd St & Madison Ave', 'city': 'New York', 'zip_code': '10010', 'country': 'US', 'state': 'NY', 'display_address': ['Madison Square Park', 'E 23rd St & Madison Ave', 'New York, NY 10010']}",+12128896600,(212) 889-6600,4031.402495127816
nU4XBdvxDABXqZ6CnB8Dig,clinton-street-baking-company-new-york-5,Clinton Street Baking Company,https://s3-media1.fl.yelpcdn.com/bphoto/DWHdizJ9bKbXN4yq6nbwAA/o.jpg,False,https://www.yelp.com/biz/clinton-street-baking-company-new-york-5?adjust_creative=br0caLDEdTejZqAl4hMenA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=br0caLDEdTejZqAl4hMenA,5017,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.0,"{'latitude': 40.721128, 'longitude': -73.983933}","['restaurant_reservation', 'delivery', 'pickup']",$$,"{'address1': '4 Clinton St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['4 Clinton St', 'New York, NY 10002']}",+16466026263,(646) 602-6263,1950.282829638887
vRrVSB-LegwUwIxpkeRVtQ,le-bernardin-new-york,Le Bernardin,https://s3-media4.fl.yelpcdn.com/bphoto/c54rsVNmAhn_Ccz4tIXI_Q/o.jpg,False,https://www.yelp.com/biz/le-bernardin-new-york?adjust_creative=br0caLDEdTejZqAl4hMenA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=br0caLDEdTejZqAl4hMenA,2520,"[{'alias': 'french', 'title': 'French'}, {'alias': 'lounges', 'title': 'Lounges'}]",4.5,"{'latitude': 40.761557, 'longitude': -73.981763}",[],$$$$,"{'address1': '155 W 51st St', 'address2': '', 'address3': 'The Equitable Bldg', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['155 W 51st St', 'The Equitable Bldg', 'New York, NY 10019']}",+12125541515,(212) 554-1515,6328.07179784047
vk7W3_sQwr7eZbRFsXv6rw,taiyaki-nyc-new-york,Taiyaki NYC,https://s3-media1.fl.yelpcdn.com/bphoto/6B0EO4OsJK_ZdqO_3-IS7w/o.jpg,False,https://www.yelp.com/biz/taiyaki-nyc-new-york?adjust_creative=br0caLDEdTejZqAl4hMenA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=br0caLDEdTejZqAl4hMenA,2847,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]",4.5,"{'latitude': 40.71789, 'longitude': -73.9988}",[],$,"{'address1': '119 Baxter St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['119 Baxter St', 'New York, NY 10013']}",+12129662882,(212) 966-2882,1439.7258094631309
ga6sRtE0l85iftw_5-W84Q,dominique-ansel-bakery-new-york,Dominique Ansel Bakery,https://s3-media2.fl.yelpcdn.com/bphoto/uGZzjkcWM7CUikttZ67X_A/o.jpg,False,https://www.yelp.com/biz/dominique-ansel-bakery-new-york?adjust_creative=br0caLDEdTejZqAl4hMenA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=br0caLDEdTejZqAl4hMenA,4443,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'desserts', 'title': 'Desserts'}]",4.0,"{'latitude': 40.72522, 'longitude': -74.00291}",[],$$,"{'address1': '189 Spring St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['189 Spring St', 'New York, NY 10012']}",+12122192773,(212) 219-2773,2316.930739426023
UGECJrPSWy0n7PXykBBWAQ,two-little-red-hens-new-york-4,Two Little Red Hens,https://s3-media3.fl.yelpcdn.com/bphoto/gF02Oh2PfE2OS7Nz3MqV4g/o.jpg,False,https://www.yelp.com/biz/two-little-red-hens-new-york-4?adjust_creative=br0caLDEdTejZqAl4hMenA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=br0caLDEdTejZqAl4hMenA,2560,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.5,"{'latitude': 40.777528, 'longitude': -73.9517869}",[],$$,"{'address1': '1652 2nd Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10028', 'country': 'US', 'state': 'NY', 'display_address': ['1652 2nd Ave', 'New York, NY 10028']}",+12124520476,(212) 452-0476,8778.875028640752
mvn2XFJfIPNAlvsy-arzkA,brooklyn-bridge-brooklyn,Brooklyn Bridge,https://s3-media2.fl.yelpcdn.com/bphoto/o5mJWBJ-MkHN-t7XdxhBRg/o.jpg,False,https://www.yelp.com/biz/brooklyn-bridge-brooklyn?adjust_creative=br0caLDEdTejZqAl4hMenA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=br0caLDEdTejZqAl4hMenA,1348,"[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",4.5,"{'latitude': 40.7059677364821, 'longitude': -73.9966657489186}",[],,"{'address1': '334 Furman St', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['334 Furman St', 'Brooklyn, NY 11201']}",+17187246434,(718) 724-6434,208.2689719737892
nI1UYDCYUTt23TpGxqnLKg,buddakan-new-york,Buddakan,https://s3-media4.fl.yelpcdn.com/bphoto/Avw19VU35-FZLen3nl9gYw/o.jpg,False,https://www.yelp.com/biz/buddakan-new-york?adjust_creative=br0caLDEdTejZqAl4hMenA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=br0caLDEdTejZqAl4hMenA,3941,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.0,"{'latitude': 40.7422762672197, 'longitude': -74.0048000961542}","['delivery', 'pickup']",$$$,"{'address1': '75 9th Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10011', 'country': 'US', 'state': 'NY', 'display_address': ['75 9th Ave', 'New York, NY 10011']}",+12129896699,(212) 989-6699,4190.079294335545
ysqgdbSrezXgVwER2kQWKA,julianas-pizza-brooklyn-5,Juliana's Pizza,https://s3-media2.fl.yelpcdn.com/bphoto/clscwgOF9_Ecq-Rwsq7jyQ/o.jpg,False,https://www.yelp.com/biz/julianas-pizza-brooklyn-5?adjust_creative=br0caLDEdTejZqAl4hMenA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=br0caLDEdTejZqAl4hMenA,2164,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.5,"{'latitude': 40.7026153030093, 'longitude': -73.9934159993549}",[],$$,"{'address1': '19 Old Fulton St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['19 Old Fulton St', 'Brooklyn, NY 11201']}",+17185966700,(718) 596-6700,323.20506308227306
SULHf6nGQ8sK0UpG1XU30w,los-tacos-no-1-new-york-3,Los Tacos No.1,https://s3-media4.fl.yelpcdn.com/bphoto/5wEe4FCwda16knmBHSsX0Q/o.jpg,False,https://www.yelp.com/biz/los-tacos-no-1-new-york-3?adjust_creative=br0caLDEdTejZqAl4hMenA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=br0caLDEdTejZqAl4hMenA,1694,"[{'alias': 'tacos', 'title': 'Tacos'}]",4.5,"{'latitude': 40.7575067, 'longitude': -73.9877717}",[],$,"{'address1': '229 W 43rd St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['229 W 43rd St', 'New York, NY 10036']}",+12125744696,(212) 574-4696,5815.027424033859
VrCCr45dhN-RRM107iptdg,russ-and-daughters-new-york,Russ & Daughters,https://s3-media3.fl.yelpcdn.com/bphoto/EN-MJ-kuk_-ihX1_DKHgFA/o.jpg,False,https://www.yelp.com/biz/russ-and-daughters-new-york?adjust_creative=br0caLDEdTejZqAl4hMenA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=br0caLDEdTejZqAl4hMenA,2185,"[{'alias': 'bagels', 'title': 'Bagels'}, {'alias': 'smokehouse', 'title': 'Smokehouse'}, {'alias': 'bakeries', 'title': 'Bakeries'}]",4.5,"{'latitude': 40.722589, 'longitude': -73.9882828294139}",[],$$,"{'address1': '179 E Houston St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['179 E Houston St', 'New York, NY 10002']}",+12124754880,(212) 475-4880,1972.4966482145887
xt4sa64WOrpJvZBDPNPNYg,jacobs-pickles-new-york,Jacob's Pickles,https://s3-media2.fl.yelpcdn.com/bphoto/167Rl2s1oMge_2ZSDD1z0A/o.jpg,False,https://www.yelp.com/biz/jacobs-pickles-new-york?adjust_creative=br0caLDEdTejZqAl4hMenA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=br0caLDEdTejZqAl4hMenA,4069,"[{'alias': 'comfortfood', 'title': 'Comfort Food'}, {'alias': 'southern', 'title': 'Southern'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.0,"{'latitude': 40.7866504411994, 'longitude': -73.9755284786224}",[],$$,"{'address1': '509 Amsterdam Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10024', 'country': 'US', 'state': 'NY', 'display_address': ['509 Amsterdam Ave', 'New York, NY 10024']}",+12124705566,(212) 470-5566,9166.964737863183
0CjK3esfpFcxIopebzjFxA,joes-shanghai-new-york-2,Joe's Shanghai,https://s3-media3.fl.yelpcdn.com/bphoto/ekUo5egd4dlE7zJyb4-Leg/o.jpg,False,https://www.yelp.com/biz/joes-shanghai-new-york-2?adjust_creative=br0caLDEdTejZqAl4hMenA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=br0caLDEdTejZqAl4hMenA,6112,"[{'alias': 'shanghainese', 'title': 'Shanghainese'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'noodles', 'title': 'Noodles'}]",4.0,"{'latitude': 40.7156608, 'longitude': -73.9967012}",[],$$,"{'address1': '46 Bowery St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['46 Bowery St', 'New York, NY 10013']}",+12122338888,(212) 233-8888,1153.9482385806896
ETgJqJHV7BW6pIr9Ox74sA,amélie-new-york,Amélie,https://s3-media4.fl.yelpcdn.com/bphoto/cSDgVuPMnJgMLTrTNSEXug/o.jpg,False,https://www.yelp.com/biz/am%C3%A9lie-new-york?adjust_creative=br0caLDEdTejZqAl4hMenA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=br0caLDEdTejZqAl4hMenA,2653,"[{'alias': 'french', 'title': 'French'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.5,"{'latitude': 40.7327, 'longitude': -73.99766}",['restaurant_reservation'],$$,"{'address1': '22 W 8th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10011', 'country': 'US', 'state': 'NY', 'display_address': ['22 W 8th St', 'New York, NY 10011']}",+12125332962,(212) 533-2962,3038.8699032940094
